,age,education,marital-status,race,income,occupation
36500,50,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36503,40,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36506,43,Doctorate,Never-married,White,>50K,Prof-specialty
36512,42,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
36522,51,Bachelors,Married-civ-spouse,White,>50K,Sales
36523,29,Some-college,Married-civ-spouse,White,>50K,Protective-serv
36525,64,HS-grad,Married-civ-spouse,White,>50K,Sales
36526,58,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
36527,43,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36529,40,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
36535,51,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
36542,39,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Adm-clerical
36545,43,Prof-school,Divorced,White,>50K,Prof-specialty
36546,60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36548,60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
36550,41,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
36554,43,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
36559,37,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36560,31,Assoc-voc,Married-civ-spouse,White,>50K,Sales
36565,50,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
36572,32,Assoc-voc,Married-civ-spouse,White,>50K,Exec-managerial
36576,52,Assoc-voc,Married-civ-spouse,White,>50K,Farming-fishing
36577,38,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
36580,38,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
36583,31,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
36584,56,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
36589,41,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36590,37,Bachelors,Married-civ-spouse,White,>50K,Handlers-cleaners
36591,52,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36595,47,HS-grad,Divorced,White,>50K,Craft-repair
36601,37,Masters,Married-civ-spouse,White,>50K,Sales
36606,47,7th-8th,Married-civ-spouse,White,>50K,Craft-repair
36609,41,HS-grad,Married-civ-spouse,White,>50K,Sales
36612,45,11th,Married-civ-spouse,White,>50K,Machine-op-inspct
36617,57,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
36622,61,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
36625,58,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
36626,50,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
36632,50,HS-grad,Married-civ-spouse,White,>50K,Sales
36633,63,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
36646,38,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
36650,30,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
36651,32,Bachelors,Married-civ-spouse,White,>50K,Sales
36653,46,HS-grad,Married-civ-spouse,Black,>50K,Craft-repair
36655,51,Some-college,Divorced,White,>50K,Craft-repair
36657,34,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36665,57,Assoc-voc,Married-civ-spouse,White,>50K,Protective-serv
36676,33,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
36685,36,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36689,47,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
36691,50,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36695,50,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
36698,35,Assoc-voc,Married-civ-spouse,White,>50K,Sales
36699,38,Bachelors,Divorced,White,>50K,Sales
36711,64,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36715,37,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36720,36,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36721,62,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
36722,34,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
36724,35,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Sales
36727,54,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
36734,37,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
36745,41,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Exec-managerial
36753,30,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36762,61,Bachelors,Never-married,White,>50K,Exec-managerial
36763,50,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36766,50,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
36769,38,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36771,58,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
36772,41,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
36780,55,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
36792,64,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36799,65,HS-grad,Married-civ-spouse,White,>50K,
36800,37,Some-college,Married-civ-spouse,White,>50K,Tech-support
36817,28,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36822,48,11th,Married-civ-spouse,White,>50K,Exec-managerial
36830,42,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Craft-repair
36831,71,Masters,Married-civ-spouse,White,>50K,
36836,42,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36838,31,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36839,58,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
36840,44,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36846,33,Bachelors,Married-civ-spouse,White,>50K,Sales
36848,57,HS-grad,Married-civ-spouse,White,>50K,Sales
36853,38,Some-college,Married-civ-spouse,White,>50K,Craft-repair
36861,49,Assoc-voc,Married-civ-spouse,White,>50K,Protective-serv
36862,65,Masters,Married-civ-spouse,White,>50K,Adm-clerical
36874,43,Bachelors,Married-civ-spouse,White,>50K,Sales
36876,47,Assoc-acdm,Married-civ-spouse,Asian-Pac-Islander,>50K,Handlers-cleaners
36877,37,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36879,41,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
36881,45,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
36890,56,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
36892,74,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
36899,44,12th,Married-civ-spouse,White,>50K,Exec-managerial
36901,58,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36903,33,Masters,Married-civ-spouse,White,>50K,Prof-specialty
36904,33,Assoc-voc,Married-civ-spouse,White,>50K,Craft-repair
36911,52,Assoc-acdm,Married-civ-spouse,White,>50K,
36919,46,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
36921,36,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36932,44,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
36938,53,Masters,Married-civ-spouse,White,>50K,Exec-managerial
36940,44,Masters,Married-civ-spouse,Black,>50K,Exec-managerial
36941,49,Masters,Married-civ-spouse,White,>50K,Sales
36943,58,Masters,Married-civ-spouse,White,>50K,Sales
36945,32,HS-grad,Never-married,White,>50K,Craft-repair
36946,26,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36949,39,HS-grad,Married-civ-spouse,White,>50K,Other-service
36954,46,Masters,Never-married,White,>50K,Prof-specialty
36967,49,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
36971,62,Bachelors,Married-civ-spouse,White,>50K,Sales
36979,38,Assoc-voc,Married-civ-spouse,White,>50K,Handlers-cleaners
36984,37,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
36986,64,Some-college,Never-married,White,>50K,Tech-support
36989,28,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
36998,30,Masters,Married-civ-spouse,White,>50K,Prof-specialty
37000,51,Doctorate,Divorced,White,>50K,Sales
37002,49,Bachelors,Married-civ-spouse,White,>50K,Sales
37023,38,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37024,59,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
37026,50,Masters,Married-civ-spouse,White,>50K,Prof-specialty
37027,44,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
37039,42,Bachelors,Married-civ-spouse,White,>50K,Sales
37041,35,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37043,43,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
37053,34,Masters,Married-civ-spouse,White,>50K,Prof-specialty
37058,58,Bachelors,Widowed,White,>50K,Tech-support
37060,61,Bachelors,Married-civ-spouse,White,>50K,Machine-op-inspct
37066,51,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37074,59,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37078,45,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37085,54,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37092,30,Bachelors,Divorced,White,>50K,Sales
37100,48,Bachelors,Married-civ-spouse,White,>50K,Other-service
37101,30,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37104,51,Bachelors,Married-civ-spouse,Black,>50K,Prof-specialty
37114,43,Bachelors,Never-married,White,>50K,Prof-specialty
37118,36,HS-grad,Married-civ-spouse,Other,>50K,Craft-repair
37120,45,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37126,44,Bachelors,Married-civ-spouse,White,>50K,Sales
37131,53,HS-grad,Married-civ-spouse,White,>50K,Handlers-cleaners
37138,28,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
37144,42,Some-college,Never-married,White,>50K,Sales
37147,32,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
37150,67,Some-college,Married-civ-spouse,White,>50K,Sales
37152,52,12th,Married-civ-spouse,White,>50K,Exec-managerial
37153,32,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
37161,36,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
37163,45,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
37165,34,HS-grad,Married-civ-spouse,White,>50K,Sales
37171,45,Bachelors,Married-civ-spouse,Black,>50K,
37176,50,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
37183,55,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37187,46,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
37191,43,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37198,33,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37203,37,Some-college,Married-civ-spouse,White,>50K,Transport-moving
37209,48,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
37210,34,Bachelors,Married-civ-spouse,White,>50K,Sales
37212,37,Assoc-voc,Never-married,White,>50K,Prof-specialty
37214,42,HS-grad,Divorced,White,>50K,Tech-support
37217,45,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
37220,54,Masters,Divorced,Black,>50K,Prof-specialty
37231,51,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37232,41,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37233,57,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
37236,74,HS-grad,Widowed,White,>50K,Adm-clerical
37240,41,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37257,52,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Other-service
37258,56,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
37259,57,Masters,Divorced,White,>50K,Exec-managerial
37262,41,Prof-school,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
37274,39,Masters,Never-married,White,>50K,Exec-managerial
37275,55,Masters,Married-civ-spouse,White,>50K,Prof-specialty
37277,39,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
37280,42,Assoc-voc,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Craft-repair
37291,37,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37300,35,Masters,Never-married,White,>50K,Exec-managerial
37308,37,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37327,35,Assoc-voc,Married-civ-spouse,White,>50K,Tech-support
37333,42,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37334,50,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37339,51,HS-grad,Married-civ-spouse,White,>50K,Sales
37342,38,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Adm-clerical
37343,60,Prof-school,Married-civ-spouse,Asian-Pac-Islander,>50K,Prof-specialty
37345,74,Some-college,Married-civ-spouse,White,>50K,Sales
37348,39,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37352,31,HS-grad,Married-civ-spouse,White,>50K,Sales
37365,36,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37366,43,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
37370,55,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37376,67,Some-college,Never-married,White,>50K,Prof-specialty
37390,42,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
37394,63,Some-college,Married-civ-spouse,Asian-Pac-Islander,>50K,Handlers-cleaners
37395,52,Some-college,Married-civ-spouse,White,>50K,Sales
37399,66,Some-college,Never-married,White,>50K,Prof-specialty
37400,74,Some-college,Widowed,Black,>50K,Exec-managerial
37403,52,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37405,44,Masters,Separated,White,>50K,Exec-managerial
37409,42,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37410,35,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37415,39,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
37416,35,Bachelors,Married-civ-spouse,White,>50K,Tech-support
37418,64,Prof-school,Widowed,White,>50K,Prof-specialty
37424,34,Bachelors,Divorced,Black,>50K,Exec-managerial
37427,64,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
37429,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37430,36,HS-grad,Married-civ-spouse,White,>50K,Machine-op-inspct
37433,42,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37434,48,Bachelors,Divorced,White,>50K,Exec-managerial
37442,40,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
37444,35,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37445,35,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37452,47,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37453,43,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
37454,39,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Exec-managerial
37460,39,Doctorate,Divorced,White,>50K,Exec-managerial
37461,65,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37462,61,Bachelors,Never-married,White,>50K,Prof-specialty
37469,39,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37479,31,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37480,53,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37482,42,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
37487,41,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
37489,42,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37493,56,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37498,54,HS-grad,Married-civ-spouse,White,>50K,Sales
37499,34,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
37503,48,Bachelors,Married-civ-spouse,White,>50K,Adm-clerical
37504,53,Masters,Never-married,White,>50K,Prof-specialty
37505,42,7th-8th,Married-civ-spouse,White,>50K,Craft-repair
37509,55,Bachelors,Divorced,White,>50K,Adm-clerical
37511,35,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37513,32,Some-college,Married-civ-spouse,White,>50K,Transport-moving
37516,39,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
37534,46,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37540,53,Doctorate,Divorced,White,>50K,Exec-managerial
37541,29,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37549,29,Bachelors,Married-civ-spouse,White,>50K,Sales
37552,39,Some-college,Divorced,White,>50K,Craft-repair
37555,53,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37559,50,Masters,Married-civ-spouse,White,>50K,
37560,35,Masters,Married-civ-spouse,White,>50K,Adm-clerical
37561,38,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37563,32,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
37564,43,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
37568,50,Prof-school,Married-civ-spouse,White,>50K,Exec-managerial
37570,56,Doctorate,Married-civ-spouse,White,>50K,Exec-managerial
37574,48,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37577,41,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
37585,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37587,39,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Craft-repair
37588,35,Some-college,Married-civ-spouse,White,>50K,Sales
37598,58,12th,Divorced,Black,>50K,Transport-moving
37602,48,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
37603,45,HS-grad,Married-civ-spouse,White,>50K,Prof-specialty
37606,31,Some-college,Never-married,White,>50K,Exec-managerial
37612,39,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37618,49,Assoc-acdm,Married-civ-spouse,White,>50K,Sales
37619,51,HS-grad,Married-civ-spouse,White,>50K,Sales
37621,34,Bachelors,Married-civ-spouse,White,>50K,Sales
37629,46,Some-college,Married-civ-spouse,Black,>50K,Sales
37637,27,HS-grad,Married-civ-spouse,White,>50K,Sales
37641,44,5th-6th,Married-civ-spouse,White,>50K,Farming-fishing
37642,51,Doctorate,Married-spouse-absent,White,>50K,Prof-specialty
37643,37,Bachelors,Married-civ-spouse,White,>50K,Sales
37644,56,HS-grad,Married-civ-spouse,White,>50K,Sales
37650,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37654,40,Bachelors,Married-civ-spouse,White,>50K,Sales
37655,44,Bachelors,Never-married,White,>50K,Prof-specialty
37670,64,Bachelors,Married-civ-spouse,White,>50K,
37675,31,Some-college,Married-civ-spouse,White,>50K,Prof-specialty
37679,47,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37684,37,Bachelors,Married-civ-spouse,White,>50K,Sales
37694,44,Masters,Married-civ-spouse,White,>50K,Prof-specialty
37698,52,HS-grad,Married-civ-spouse,White,>50K,Sales
37700,45,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37702,59,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37703,35,Assoc-acdm,Married-civ-spouse,White,>50K,Exec-managerial
37704,43,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37709,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37711,51,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37715,39,Masters,Divorced,Black,>50K,Exec-managerial
37718,49,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37721,51,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37723,45,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37726,27,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Protective-serv
37736,46,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Adm-clerical
37739,38,Masters,Divorced,White,>50K,Exec-managerial
37742,55,Bachelors,Married-civ-spouse,White,>50K,
37745,60,7th-8th,Married-civ-spouse,White,>50K,Transport-moving
37748,49,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37751,51,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37752,50,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37754,71,Bachelors,Divorced,White,>50K,Sales
37757,36,Assoc-voc,Never-married,White,>50K,Tech-support
37760,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37762,53,Some-college,Married-civ-spouse,White,>50K,Sales
37766,47,Masters,Married-civ-spouse,White,>50K,Sales
37767,30,HS-grad,Separated,White,>50K,Protective-serv
37768,63,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37772,61,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37775,47,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37784,64,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37786,28,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37787,46,HS-grad,Married-civ-spouse,White,>50K,Sales
37789,55,HS-grad,Divorced,White,>50K,Exec-managerial
37792,58,HS-grad,Widowed,White,>50K,Exec-managerial
37796,49,10th,Married-civ-spouse,White,>50K,Transport-moving
37798,44,Bachelors,Married-civ-spouse,White,>50K,Sales
37800,60,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37803,55,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37808,34,Bachelors,Married-civ-spouse,White,>50K,Sales
37809,52,Bachelors,Married-civ-spouse,White,>50K,Protective-serv
37811,48,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
37818,47,Some-college,Divorced,White,>50K,Craft-repair
37819,30,Some-college,Married-civ-spouse,White,>50K,Armed-Forces
37820,44,HS-grad,Married-civ-spouse,Black,>50K,Other-service
37825,42,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37826,45,Bachelors,Married-civ-spouse,Black,>50K,Exec-managerial
37827,40,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37828,40,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37829,60,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37832,51,Masters,Never-married,White,>50K,Exec-managerial
37842,39,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
37848,48,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37856,40,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
37868,75,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
37872,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37876,33,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
37877,38,Bachelors,Never-married,White,>50K,Sales
37879,34,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37880,27,12th,Married-civ-spouse,White,>50K,Adm-clerical
37883,59,Some-college,Married-civ-spouse,White,>50K,Exec-managerial
37886,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37889,32,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37904,39,Bachelors,Married-civ-spouse,White,>50K,Craft-repair
37917,42,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37919,37,Masters,Married-civ-spouse,White,>50K,Exec-managerial
37924,46,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37926,40,Some-college,Divorced,White,>50K,Craft-repair
37927,44,Bachelors,Married-civ-spouse,White,>50K,Tech-support
37928,34,Bachelors,Never-married,White,>50K,Prof-specialty
37935,28,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
37936,33,HS-grad,Married-civ-spouse,Black,>50K,Craft-repair
37938,34,Assoc-acdm,Married-civ-spouse,White,>50K,Prof-specialty
37953,41,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37961,43,HS-grad,Married-civ-spouse,White,>50K,
37965,35,Some-college,Married-civ-spouse,White,>50K,Sales
37978,47,Bachelors,Married-civ-spouse,Black,>50K,Prof-specialty
37981,49,Masters,Divorced,White,>50K,Prof-specialty
37982,50,Masters,Married-civ-spouse,White,>50K,Sales
37983,47,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
37987,47,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
37988,52,HS-grad,Married-civ-spouse,Black,>50K,Handlers-cleaners
37990,39,Some-college,Married-civ-spouse,White,>50K,Craft-repair
37991,47,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37996,40,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
37997,42,Masters,Married-civ-spouse,White,>50K,Protective-serv
37998,28,Some-college,Married-civ-spouse,White,>50K,Machine-op-inspct
38002,53,HS-grad,Married-civ-spouse,White,>50K,Transport-moving
38008,51,Some-college,Married-civ-spouse,White,>50K,Sales
38010,34,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
38017,56,Masters,Married-civ-spouse,White,>50K,Prof-specialty
38024,50,HS-grad,Divorced,White,>50K,Exec-managerial
38028,54,Masters,Married-civ-spouse,Black,>50K,Prof-specialty
38032,59,Bachelors,Married-civ-spouse,White,>50K,Farming-fishing
38033,52,9th,Married-civ-spouse,White,>50K,Farming-fishing
38035,39,HS-grad,Married-civ-spouse,White,>50K,Protective-serv
38038,57,Masters,Married-civ-spouse,White,>50K,Exec-managerial
38040,31,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Adm-clerical
38046,49,Doctorate,Married-civ-spouse,White,>50K,Prof-specialty
38054,45,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
38055,40,Prof-school,Married-civ-spouse,White,>50K,Exec-managerial
38060,43,Some-college,Married-civ-spouse,Black,>50K,Exec-managerial
38064,31,HS-grad,Married-civ-spouse,White,>50K,Sales
38067,41,HS-grad,Married-civ-spouse,Asian-Pac-Islander,>50K,Exec-managerial
38071,52,Bachelors,Married-civ-spouse,White,>50K,Sales
38075,38,HS-grad,Married-civ-spouse,White,>50K,Adm-clerical
38078,25,Bachelors,Never-married,White,>50K,Sales
38083,65,Prof-school,Married-civ-spouse,White,>50K,Exec-managerial
38085,39,Masters,Never-married,White,>50K,Prof-specialty
38089,32,Some-college,Never-married,White,>50K,Craft-repair
38092,28,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
38095,54,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
38096,36,Some-college,Married-civ-spouse,White,>50K,Sales
38100,53,Bachelors,Married-civ-spouse,Asian-Pac-Islander,>50K,Sales
38105,30,Some-college,Married-civ-spouse,White,>50K,Adm-clerical
38111,30,Masters,Married-civ-spouse,White,>50K,Prof-specialty
38118,35,HS-grad,Married-civ-spouse,White,>50K,Handlers-cleaners
38121,39,Assoc-acdm,Married-civ-spouse,White,>50K,Craft-repair
38129,43,Masters,Never-married,White,>50K,Prof-specialty
38130,43,HS-grad,Married-civ-spouse,White,>50K,Sales
38150,54,HS-grad,Married-civ-spouse,White,>50K,Sales
38152,29,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
38156,30,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
38160,37,Masters,Married-civ-spouse,White,>50K,Exec-managerial
38169,42,Some-college,Married-civ-spouse,Black,>50K,Adm-clerical
38171,38,Some-college,Married-civ-spouse,White,>50K,Tech-support
38173,26,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
38178,69,Some-college,Married-civ-spouse,White,>50K,Sales
38183,51,10th,Married-civ-spouse,White,>50K,Farming-fishing
38188,51,HS-grad,Married-civ-spouse,White,>50K,Exec-managerial
38197,72,Masters,Divorced,White,>50K,Prof-specialty
38198,39,Assoc-voc,Married-civ-spouse,White,>50K,Protective-serv
38199,36,HS-grad,Married-civ-spouse,White,>50K,Craft-repair
38206,37,Some-college,Married-civ-spouse,White,>50K,Craft-repair
38213,47,HS-grad,Married-civ-spouse,White,>50K,Handlers-cleaners
38220,49,Bachelors,Married-civ-spouse,White,>50K,Exec-managerial
38224,50,Some-college,Married-civ-spouse,Amer-Indian-Eskimo,>50K,Exec-managerial
38232,38,Bachelors,Divorced,White,>50K,Sales
38235,45,Prof-school,Married-civ-spouse,White,>50K,Prof-specialty
38241,34,Bachelors,Married-civ-spouse,White,>50K,Prof-specialty
38245,44,HS-grad,Divorced,White,>50K,Prof-specialty
